question,answer
夢見摩托車被人偷走了,有時表示情人要離你而去。
夢見自己駕駛著摩托車,行駛在鄉間的大路上。
夢見騎著自行車,預示著目前你諸事順利。
夢見輪船停泊在港口裡,預示要出國，開始和以往完全不同的生活。
夢見輪船停在港口,預示會和丈夫分離。
夢見整齊的船隊,象徵事業順利，將大獲成功。
夢見自己在造船,暗示你需要付出艱苦的努力，才能贏得成功。
夢見輪船破裂,或是遇到海灘，暗示你要當心遭遇災禍。
夢見輪船模型,暗示感情方面會遇到豔遇。
夢見稻米長勢很好,預示生意興隆，利潤豐厚。
夢見送給別人大米,預示你可能要遇到災禍。
夢見賣大米,預示你將結識好友。
夢見糖,表示你怪異的脾氣在家庭生活中常令人啼笑皆非，不但你很難取悅，常生不滿，還會無緣無故地猜忌別人。
夢見制定糖的價格,預示你將受到競爭對手的恐嚇與威脅。
夢見經營糖生意,正好收購了大量的糖，象徵會給你帶來一次重大損失的災害將不可阻擋地來臨。
夢見一個裝糖的桶破裂,糖隨即溢出來，表示你的財產將遭受一些輕微的損失。
夢見黑人在裝卸糖時歌唱,預示你精心設計好的表面上無關緊要但背後卻暗藏玄機的一些事情將在你的事業或社交中發揮巨大作用，並且會給你帶來豐厚的利益回報。
夢見糕點,是走運的祥兆。
夢見白色的糕點,預示著幸福。
夢見黃色的糕點,不久就會成親。
夢見夢見泉水源頭,表示你的經濟富足，也有機會到各地去旅遊。
夢見吃零食,要交好運。
夢見和別人一起共進美餐,會在身體和精神上遭受折磨，不如嘗試一下簡單的生活。
夢見坐在擺滿山珍海味的餐桌旁,但飯菜突然消失得無影無蹤，是一種祥兆，意味著災難能夠避免。
夢見吃酸棗子,提示你可能會患胃病，小心飲食。
夢見吃甜棗子,表示勤儉持家會給你帶來收穫。
夢見送別人棗子,表示因為真誠和熱心助人，會受到人們的愛戴。
夢見別人送給自己棗子,當心你的財產或權益被別人侵佔，要提高警惕。
夢見賣棗子,意味著名聲擴大，會成為大受歡迎的人。
夢見撒棗子,或者棗子撒在地上，預示自己或家庭可能要陷入困境。
夢見自己拜佛去了香滅了”,應該是指你現在面對的事情讓你很害怕失敗，所以很憂慮。
夢到我買的香斷了,近期不順利，不要做任何重要的事情。
夢到自己上香,三炷香斷了兩根，或許是你生活中面臨著三項選擇，三炷香斷了兩根，那是兩根是錯誤答案。
夢見上香香斷,代表著我的事業上會有波折，所以你凡事要小心行事，而且要不斷的充實自己。
夢見製作香腸,預示將有厄運。
夢見購買香腸,預示有客要來訪。
夢見買香腸,會有口舌之爭。
夢見吃香腸,不吉利，表示財運不濟。
夢到正在把火腿處理掉,意味著繁榮的好運即將來臨，也可能意味著健康情況良好。
夢見自己聞到火腿的香味,表示別人的投資會讓你受益，增加財富收入。
夢見辦公室裡的咖啡裡或咖啡機,暗示你想跟同事們更親密些，想多瞭解同事的想法。
夢見薯片,通常象徵快樂的生活和溫暖的家庭。
夢見自己狂吃薯片,通常是生活中一種無法滿足的願意的替代。
夢見地瓜片,祥瑞，預示著生活無憂。
夢見地瓜,會生兒子。
夢見酸奶,意味著幸福即將到來。
夢見買酸奶和吃酸奶,都意味著收入和好運。
夢見酸奶撒在地上,則象徵著厄運，自己對手中的幸福不懂得珍惜，傷害了所愛的人。
夢見酸奶灑在地上,則象徵著厄運，對自己所擁有的幸福不懂得珍惜，傷害了所愛的人。
夢見新鋪的榻榻米,是運氣轉好之兆。
夢見把榻榻米從屋裡搬到外面,是警告您家裡會發生不祥的事。
夢見亞麻籽油,表示由於朋友好心的干涉，你的莽撞和大手大腳的毛病得到控制。
夢見酸梅湯,很多人無法實現或滿足的願望，往往通過夢境表現出來，喝酸梅湯就是如此。
夢見喝酸梅湯,會交好運，聲譽鵲起。
夢見用繩子綁行李,表示你對愛感到不滿足，希望心靈能安定下來。
夢見床腿突然斷了,這是個不祥的預兆，表示你的工作事業會因為公司的人事變更，把你的職位撤換掉了，你會因此受到重大的損失。
夢見使用海綿擦洗,預示你將成為荒唐之事的受害者。
夢見看到抿、小刷子,預示著由於管理不善是你遭殃。
夢見看到破舊的抿、小刷子,預示著將有疾病或體質較差。
夢見自己看到字標誌,預示著自己會做一些好事，會在自己困難的時候給自己帶來幫助。
夢見字標誌,預示著自己將會和人發生糾紛。
夢見翻看或購買旅遊指南,預示你會結交一位有影響的朋友，學到新知識，得到新機會，新信息。
夢見標籤,預示你將允許對手公開你的個人隱私，可因自己處理不當而飽受痛苦。
夢見自己在認真挑選鞋,最後終於選中了一雙令我特別滿意的鞋。
夢見靴子,則是進步與財運之意。
夢見穿新衣服,揚名，俗話說“人靠衣裝，馬靠鞍裝”，在現實中，衣服就是人身份和地位的象徵。
夢見自己穿新衣服,就意味著將會名揚天下。
夢見買新衣服,吉兆，預示著家庭和睦。
夢見見買絲綢衣服,孩子要成家立業。
夢見自己穿著新衣服,表明你很有交際能力，朋友很多。
夢見自己穿著嶄新的制服,喜氣洋洋，表明自己晉升的時機已經來臨，只要稍作努力，便會獲得成功。
夢見自己穿著華麗的衣服,預示你的家庭和睦，晚年幸福。
夢見在鞋店購買新鞋,金錢運下降。
夢見穿毛衫,要生病。
夢見穿皮毛衣衫,會嫁給稱心如意的男子。
夢見自己去買拖鞋,預示近期會搬進新房，有喬遷之喜。
夢見穿著銀子裝飾的貴重拖鞋,表示會名聲大噪，身居高位，發財富有。
夢見拖鞋壞了,暗示可能要搬家。
夢見和別人換拖鞋穿,暗示做夢人渴望更加自由無拘無束的生活，或在性方面，能滿足自己內心更多的慾望。
夢見藍衣服或染藍衣服,整天要為生意奔忙，十分勞累，但獲利很少。
夢見穿著藍衣服手裡拿劍闖入自己的家裡,會被判死刑。
夢見穿藍衣,您向神佛祈求的心願可以達成。
夢見紅衣服,象徵月經或者懷孕等和女性生理有關的一切。
夢見穿紅衣,則太太或情人將有很大的幸運。
夢見很多人穿著紅衣服的夢,是工作或其它方面有意想不到的成功，因而獲利的吉夢。
夢見紅衣人則退守吉,急進兇。
夢見紅色衣服則萬事不宜深入,應該退守現狀，才能安然無事。
夢見鞋子,往往表示著，在你生活中的某個層面也許浮現出“到底適不適合”的疑慮。
夢見買鞋子,預示著自己很快要去旅行。
夢見穿白衣,您被迫去照料別人的事。
夢見許多人穿著白衣,則表示將因警察方面的事件而煩惱，不過真相終究會大白，那些惡人很快就會嚐到惡果。
夢見買白色衣服,則病情將惡化。
夢見小孩穿著紅衣服,則退守吉，急進兇。
夢見棉襖詳細寓意,棉花蓬蓬鬆鬆，象徵著發財，財富像雪球一樣越滾越大。
夢見棉襖棉袍,意味著環境使你覺得輕鬆自在，生活沒有什麼波折。
夢見正在做棉襖棉袍,意味著她的住宅雖然寒酸，但是住起來很方便。
夢見自己有或見到新的漂亮的女服,預示社交方面很如意。
夢見帶有花邊的女服,意味著將會有豔遇。
夢見女子穿衣服,表示運勢相當平順。
夢見穿女人衣服,你是一個男性而夢到穿女人的衣服，這是一個很不吉利的夢境，是暗示你在最近可能會遇上災難，尤其要注意一些意外事故的發生，如交通意外等等。
夢見舊衣服,可能代表希望重新認識自己，開始新的人生，或代表原來的，舊的價值觀、地位或形象。
夢見成堆的舊衣服,生活會幸福富有。
夢見穿著破舊衣服的女人向自己走來,預示著各方面都能成功。
夢見弄破舊衣服,象徵厭惡自己，渴望改變原有環境或從原有環境中跳脫。
夢見破洞的舊衣服,是交好運的吉兆。
夢見短褲,代表的是性，表明在你心中存在著性的慾望，預示著你將擁有無比快樂的幸福時光。
夢見穿不合腳穿的鞋,愛情方面將發生意外。
夢見自己的鞋子破舊不堪,意味著你冷漠的對人態度引發了許多人的不滿。
夢見把鞋子弄黑,預示事業取得的長足進步，你的功利心也從某個重要事件中得到滿足。
夢見新鞋子,表示即將進行的變化對你是積極和有益的。
夢見鞋子夾痛你的腳,預示你那些愛開玩笑的朋友會演一場惡作劇來恐嚇你。
夢見鞋帶散落,則象徵煩心事實在太多，家人的爭吵和自己身體狀況的不佳，加上財物的受損一齊向你湧來。
夢見丟失鞋子,預示你可能遭人拋棄或被迫離婚。
夢見你的鞋子被偷,但長筒襪還在，預示你將會損失財物，但你在別的追求上卻會得益。
夢見腳上的鞋子引起他人的羨慕,意味著她應當警惕剛剛結識的一些男士，不可隨便與他們接近。
夢見穿黑衣,您將發生不幸。
夢見穿黑衣服的陌生女子夢見有穿著黑色衣服的陌生女子找你,如果是做生意的話，你會事事順利、萬事亨通。
夢見白布,兇照，近期做事要小心謹慎。
夢見長裙,意味著生活中有很不如意的地方。
夢見紅色長裙,夫妻之間會發生爭吵。
夢見女人內褲,預示著你想女人了，趕緊找個女朋友吧。
夢見迷你裙,不祥之兆，預示著願望不能達成。
夢見穿迷你裙,預示著婚姻會被取消。
夢見汙泥用髒華麗的衣服,表示受辱。
夢見穿華麗衣服,表示自己的子子孫孫都能夠福福氣氣的，事業興旺、財源廣進，而且在事業上還能官運亨通，連連得到晉升。
夢見短裙或身著短裙,說明你是一位辦事幹淨利落之人。
夢見短裙,則是提醒你對於不切合實際的感情不要想入非非，以免產生不良的影響。
夢見自己穿著一件長裙,可到了班上，我發現我的長裙子變成了短裙子，我心想長裙怎麼變成短裙了。
夢見弄破衣服象徵厭惡自己,渴望改變原有環境或從原有環境中跳脫。
夢見丈夫穿著弄破的衣服,會生一個男孩。
夢見穿著弄破衣服的女人向自己走來,事業會成功。
夢見制服,預示在你身處困境之時，你會如願得到頗有實力人士的鼎力相助。
夢見他人穿著奇怪的制服,預示自己的祖國與其他國家的友好關係將走到盡頭。
夢見親人或朋友穿著制服或他們在當兵但卻看起來神情抑鬱,則意味著是貧窮像尾巴一樣令你甩不掉掙不脫。
夢到自己是一個統一制服的團體的成員,表示你獲得了承認的權利。
夢見身穿制服,表明心中有著很強的敬業精神。
夢見制服服裝,則是一個關於感情的夢兆。
夢見花布,吉兆，生活會幸福。
夢見白喪布,吉兆，預示著生活會美滿幸福。
夢見掉鞋跟,不祥之兆，家裡會有喪事。
夢見著天鵝絨衣服,家裡的大人會接連生病。
夢見著絲絨衣服,生意會倒閉。
夢見在絲絨地毯上走,前進道路上會遇到很多困難。
夢見鞋墊,預示著生活很不穩定，波動較大。
夢見自己穿黃色衣服,這是個吉利的夢，表示你最近運勢不錯，而且財運也不錯，不妨去買個小小的投資，可以小小賺一筆喔!。
夢見衣架或是晾衣繩上懸掛的、晾曬的洗過的衣服,一方面，有可能暗示做夢人內心向往童年時代的純真，對逝去的童年生活充滿留戀；另一方面，還可能表示做夢人潛意識中有自我暴露的慾望，或是對性的渴望。
夢見穿著乾淨的襯衫,表示身體健康。
夢見自己穿著精緻的絲綢襯衫,預示可能要去參加別人的婚禮。
夢見穿著新襯衫,會獲得自由，或身體健康。
夢見自己贈送襯衫給別人,預示你要結交新朋友。
